ID	Địa chỉ	Diện tích	Số phòng ngủ	Số toilet	Nội thất	Mức giá	Link	Ngày đăng tin
41098026	Đường Dương Quảng Hàm, Phường 6, Gò Vấp, Hồ Chí Minh	32.0	1.0	1.0	Đầy đủ.	6.0	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-duong-quang-ham-phuong-6-14/cho-rong-hon-30m2-ngay-ham-pr41098026	03/10/2024
41098009	Đường Duy Tân, Phường 15, Phú Nhuận, Hồ Chí Minh	35.0	1.0	1.0	Đầy đủ	5.0	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-duy-tan-phuong-15-7/cho-35m-2-cua-so-full-nt-tien-nghi-gan-nguyen-van-troi-huynh-van-banh-tran-huy-lieu-pr41098009	03/10/2024
38956462	Đường Lê Trọng Tấn, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh	30.0	2.0	1.0	Cơ bản	2.8	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-le-trong-tan-phuong-tay-thanh/-chdv-co-gac-gan-huit-cd-cong-thuong-gia-3tr2-thang-pr38956462	03/10/2024
41097745	Đường Thành Thái, Phường 14, Quận 10, Hồ Chí Minh	25.0	1.0	1.0	Không	3.9	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-thanh-thai-phuong-14-5/-cho-quan-10-cua-so-lon-thong-thoang-pr41097745	03/10/2024
41097138	Đường Lê Thánh Tôn, Phường Bến Thành, Quận 1, Hồ Chí Minh	35.0	1.0	1.0	Đầy đủ	6.0	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-le-thanh-ton-phuong-ben-thanh/can-ho-ban-cong-cho-gia-tot-pr41097138	03/10/2024
41097542	Đường Thăng Long, Phường 4, Tân Bình, Hồ Chí Minh	30.0	1.0	1.0	Đầy đủ	5.5	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-thang-long-1-phuong-4-20/a-full-funiture-studio-near-tan-son-nhat-airport-lang-cha-ca-roundabout-pr41097542	03/10/2024
41097514	Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh	40.0	1.0	1.0	Đầy đủ	7.3	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-huynh-tan-phat-phuong-phu-thuan-3/duplex-cua-so-full-noi-that-nam-ngay-quan-7-gan-nguyen-thi-thap-nguyen-van-linh-pr41097514	03/10/2024
40821803	Đường Võ Oanh, Phường 25, Bình Thạnh, Hồ Chí Minh	25.0	1.0	1.0	Đầy đủ	5.4	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-vo-oanh-phuong-25/khai-truong-dep-day-du-noi-that-25m2-dh-giao-thong-van-tai-pr40821803	03/10/2024
41097473	Đường Bùi Hữu Nghĩa, Phường 1, Bình Thạnh, Hồ Chí Minh	25.0	1.0	1.0	Đầy đủ	6.0	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-bui-huu-nghia-phuong-1-20/cho-can-full-noi-that-tai-1-quan-binh-thanh-gan-cau-bong-giap-quan1-pr41097473	03/10/2024
41097222	Đường Cô Giang, Phường Cô Giang, Quận 1, Hồ Chí Minh	35.0	1.0	1.0	Đầy đủ.	6.0	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-co-giang-phuong-co-giang/cho-quan-1-day-du-noi-that-ngay-quan-1-gan-cau-ong-lanh-pr41097222	03/10/2024
38258810	Đường Phú Thuận, Phường Phú Thuận, Quận 7, Hồ Chí Minh	30.0			Phòng có đầy đủ tiện nghi như: Giường, nệm, gra, gối, mền, tủ lạnh, máy lạnh, máy giặt, máy nước nóng,..	5.0	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-phu-thuan-phuong-phu-thuan-3/-sach-se-cho-sinh-vien-va-nguoi-di-lam-gia-tot-pr38258810	03/10/2024
41097340	Đường Xô Viết Nghệ Tĩnh, Phường 25, Bình Thạnh, Hồ Chí Minh	25.0	1.0	1.0	Đầy đủ	6.0	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-xo-viet-nghe-tinh-phuong-25/cho-can-full-noi-that-tai-25-quan-binh-thanh-gan-quan-1-quan2-pr41097340	03/10/2024
41097228	Đường Phan Đăng Lưu, Phường 3, Bình Thạnh, Hồ Chí Minh	25.0	1.0	1.0	Đầy đủ	6.0	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-pho-phan-dang-luu-phuong-3-19/cho-can-full-noi-that-tai-3-quan-binh-thanh-rong-25m2-gan-cho-bc-pr41097228	03/10/2024
40641434	Đường Số 7, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh	25.0	1.0	1.0	Đầy đủ	4.0	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-so-7-phuong-binh-tri-dong-b/studio-full-noi-that-ngay-khu-vuc-ten-lua-tho-phaolo-chi-tinh-dien-khong-phi-khac-pr40641434	03/10/2024
40941639	Đường Số 30, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh	30.0	1.0	1.0	Đầy đủ cao cấp	5.2	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-so-30-phuong-binh-tri-dong-b/studio-30m2-full-noi-that-cua-view-kinh-ngay-7-ten-lua-gan-aeon-tan-tho-phaolo-pr40941639	03/10/2024
41096753	Đường Ung Văn Khiêm, Phường 25, Bình Thạnh, Hồ Chí Minh.	35.0			Đầy đủ	6.5	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-ung-van-khiem-phuong-25/studio-35m2-full-noi-that-gan-cac-truong-dh-hutech-gtvt-an-ninh-gia-re-pr41096753	03/10/2024
41096522	Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh	30.0	1.0	1.0	Đầy đủ	4.2	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-duy-trinh-phuong-binh-trung-tay/-quan-2-mat-tien-gia-4-2tr-thang-pr41096522	03/10/2024
41096481	Đường Trịnh Khắc Lập, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh	40.0	1.0	1.0	Không nội thất	4.5	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-trinh-khac-lap-phuong-thanh-my-loi/sap-ng-1-duplex-cho-nuoi-pet-pr41096481	03/10/2024
41096726	Đường Ung Văn Khiêm, Phường 25, Bình Thạnh, Hồ Chí Minh	25.0	1.0	1.0	Đầy đủ	5.5	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-ung-van-khiem-phuong-25/cho-can-full-noi-that-tai-25-gan-tr-tam-quan-1-quan-binh-thanh-pr41096726	03/10/2024
41096328	Đường Cách Mạng Tháng Tám, Phường 11, Quận 3, Hồ Chí Minh	35.0	1.0	1.0	Đầy đủ	5.3	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-cach-mang-thang-tam-phuong-11-1/cho-gac-cua-so-tach-bep-full-nt-quan-3-gan-cong-vien-tho-trang-huflit-vong-xoay-dan-chu-pr41096328	03/10/2024
40957119	Đường Nguyễn Đình Chiểu, Phường 3, Quận 3, Hồ Chí Minh	25.0	1.0	1.0	Cơ bản	5.0	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-dinh-chieu-phuong-3-13/-moi-100-co-ban-cong-cua-so-sieu-thoang-gia-tot-tai-quan-3-pr40957119	17/10/2024
40445397	Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh	30.0	1.0	1.0	Đầy đủ.	6.3	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-huu-canh-phuong-22/khai-truong-cho-full-noi-that-tm-ham-xe-ngay-landmark-cau-thu-thiem-pr40445397	14/10/2024
41205802	Đường Chu Văn An, Phường 12, Bình Thạnh, Hồ Chí Minh	30.0	1.0	1.0	Đầy đủ	7.5	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-chu-van-an-phuong-12-7/khai-truong-studio-7tr5-ban-cong-30m2-pr41205802	14/10/2024
41147549	Đường D, Phường An Phú, Quận 2, Hồ Chí Minh	40.0	1.0	1.0	Đầy đủ.	6.5	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-d-phuong-an-phu/cho-ch-cao-cap-thiet-ke-hien-dai-ngay-kdc-lakeview-city-ninh-b-cong-view-ho-pr41147549	08/10/2024
40880136	Đường 3A, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh	35.0	1.0	1.0	Đầy đủ cao cấp	4.8	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-3a-phuong-binh-tri-dong-b/studio-ban-cong-moi-100-full-noi-that-ngay-tho-phaolo-vanh-dai-trong-khu-ten-lua-pr40880136	16/10/2024
41171255	Đường Nguyễn Văn Đậu, Phường 11, Bình Thạnh, Hồ Chí Minh	25.0			Không	5.9	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-van-dau-phuong-11-7/-studio-ban-cong-5trx-view-thoang-gan-lang-3-mat-tien-hem-full-noi-that-pr41171255	10/10/2024
41105804	Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh	30.0	1.0	1.0	Đầy đủ	5.5	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-no-trang-long-phuong-13-7/cho-moi-full-i-that-gia-5-5-trieu-vnd-tai-binh-thanh-ho-chi-minh-pr41105804	04/10/2024
41170311	160, Đường Phan Huy Ích, Phường 15, Tân Bình, Hồ Chí Minh	35.0	1.0	1.0	Đầy đủ	3.3	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-phan-huy-ich-phuong-15-8/cho-gia-re-15-tan-binh-thuan-tien-qua-truong-chinh-pr41170311	10/10/2024
41179469	Đường Phan Xích Long, Phường 3, Phú Nhuận, Hồ Chí Minh	25.0	1.0	1.0	Đầy đủ	5.5	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-phan-xich-long-phuong-3-21/-phu-nhuan-gia-tot-cua-so-i-lon-view-thoang-gan-cac-khu-an-uong-pr41179469	11/10/2024
41095190	Đường D19, Phường Phước Long B, Quận 9, Hồ Chí Minh	32.0	1.0	1.0	Đầy đủ	4.2	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-d19-phuong-phuoc-long-b/trong-full-noi-that-ngay-khu-cnc-gan-q2-td-cd-kinh-te-doi-ngoai-cd-cong-thuong-pr41095190	03/10/2024
41096317	Đường Phan Đăng Lưu, Phường 5, Phú Nhuận, Hồ Chí Minh	30.0	1.0	1.0	Đầy đủ	5.6	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-pho-phan-dang-luu-phuong-5-16/-phu-nhuan-co-gac-duong-gan-cho-ba-chieu-full-noi-that-nhu-hinh-pr41096317	03/10/2024
41096038	Đường Nguyễn Thái Sơn, Phường 5, Gò Vấp, Hồ Chí Minh	25.0	1.0	1.0	Cơ bản.	4.0	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-thai-son-phuong-5-15/cho-duplex-xay-moi-to-o-duoc-nhieu-nguoi-gac-cao-dung-duoc-ngay-dai-hoc-van-lang-pr41096038	03/10/2024
40730365	Đường Số 12, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh	30.0			Không	4.4	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-so-12-phuong-binh-trung-tay/-gac-cua-thoang-o-duoc-dong-co-bao-ve-an-ninh-pr40730365	03/10/2024
40754697	Đường Trần Não, Phường An Khánh, Quận 2, Hồ Chí Minh	30.0			Đầy đủ	6.0	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-tran-nao-phuong-an-khanh/studio-full-noi-that-co-san-sau-rong-ngay-cho-do-dac-gan-cau-sg-pr40754697	03/10/2024
41095923	Phường An Khánh, Quận 2, Hồ Chí Minh	28.0	1.0	1.0	Đầy đủ	6.3	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-phuong-an-khanh/trong-1-studio-full-noi-that-full-noi-that-may-giat-chung-pr41095923	03/10/2024
41095915	Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh	35.0	1.0	1.0	Đầy đủ	6.5	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-phuong-nguyen-cu-trinh/cho-35m2-ngay-bui-vien-ton-that-tung-cho-ben-thanh-cho-thai-binh-pr41095915	03/10/2024
35748085	Số 46, Đường Số 6, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh	12.0	1.0	1.0	Không	1.0	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-so-6-phuong-binh-chieu/cho-thu-duc-khu-cn-song-than-co-gac-lung-ve-sinh-ng-pr35748085	24/09/2024
41095684	Đường Lê Trọng Tấn, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh	25.0			Không	2.8	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-le-trong-tan-phuong-tay-thanh/khai-truong-moi-100-gia-sieu-re-ngay-ng-nguyen-huu-tien-pr41095684	03/10/2024
40852191	Hẻm 688, Đường Hương lộ 2, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh	30.0	2.0	1.0	Đầy đủ	3.5	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-huong-lo-2-phuong-binh-tri-dong-a/cho-nu-co-noi-that-yen-tinh-sang-trong-o-qbinh-tan-pr40852191	03/10/2024
40861487	Hẻm 688, Đường Hương lộ 2, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh	30.0	2.0	2.0	Không	3.5	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-huong-lo-2-phuong-binh-tri-dong-a/cho-dep-nhu-khach-san-gan-nga-tu-4-xa-gia-3-5trieu-pr40861487	03/10/2024
40901081	Hẻm 688 Đường Hương lộ 2, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh	30.0	1.0	1.0	Đầy đủ	3.0	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-huong-lo-2-phuong-hoa-thanh/cho-nhu-khach-san-o-nhung-giong-nhu-cua-minh-pr40901081	03/10/2024
41095540	Đường D7, Phường Phú Mỹ, Quận 7, Hồ Chí Minh	30.0	1.0	1.0	Đầy đủ	4.0	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-d7-phuong-phu-my-9/cho-studio-full-noi-that-gan-hung-quan-7-pr41095540	03/10/2024
41095827	Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh	30.0	1.0	1.0	Đầy đủ	5.5	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-no-trang-long-phuong-13-7/cho-gia-5-5-trieu-vnd-tai-binh-thanh-pr41095827	03/10/2024
41095819	Đường Nơ Trang Long, Phường 12, Bình Thạnh, Hồ Chí Minh	30.0	1.0	1.0	Đầy đủ	6.0	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-no-trang-long-phuong-12-7/khai-truong-can-ho-ban-cong-lon-30m2-giap-phan-dang-luu-cv-phu-nhuan-pr41095819	03/10/2024
41095481	Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh	40.0	1.0	1.0	Đầy đủ	6.0	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-phuong-nguyen-cu-trinh/cho-1-pn-40m2-bancony-ngay-bui-vien-cho-ben-thanh-cho-thai-binh-pr41095481	03/10/2024
40536151	Đường Bùi Đình Túy, Phường 24, Bình Thạnh, Hồ Chí Minh	35.0	1.0	1.0	Đầy đủ	5.3	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-bui-dinh-tuy-phuong-24/khai-truong-duplex-cua-so-balcon-full-nt-binh-thanh-35m2-hutech-uef-hbu-pr40536151	03/10/2024
40531127	Đường Phan Văn Trị, Phường 21, Bình Thạnh, Hồ Chí Minh	35.0	1.0	1.0	Đầy đủ	5.3	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-phan-van-tri-phuong-21/cho-ch-1pn-balcon-tach-bep-full-nt-binh-thanh-ho-giu-phong-pr40531127	03/10/2024
40530783	Đường Nguyễn Văn Đậu, Phường 14, Bình Thạnh, Hồ Chí Minh	30.0	1.0	1.0	Đầy đủ	5.9	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-van-dau-phuong-14-7/cho-ch-1pn-balcon-full-nt-binh-thanh-ho-giu-gia-tot-pr40530783	03/10/2024
41095446	Đường Dương Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh	30.0		1.0	Cơ bản	4.5	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-duong-quang-ham-phuong-5-15/cho-ban-cong-dien-tich-30m2-noi-that-san-ngay-gan-dh-van-lang-pr41095446	03/10/2024
40957119	Đường Nguyễn Đình Chiểu, Phường 3, Quận 3, Hồ Chí Minh	25.0	1.0	1.0	Cơ bản	5.0	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-dinh-chieu-phuong-3-13/-moi-100-co-ban-cong-cua-so-sieu-thoang-gia-tot-tai-quan-3-pr40957119	17/10/2024
40445397	Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh	30.0	1.0	1.0	Đầy đủ.	6.3	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-huu-canh-phuong-22/khai-truong-cho-full-noi-that-tm-ham-xe-ngay-landmark-cau-thu-thiem-pr40445397	14/10/2024
41205802	Đường Chu Văn An, Phường 12, Bình Thạnh, Hồ Chí Minh	30.0	1.0	1.0	Đầy đủ	7.5	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-chu-van-an-phuong-12-7/khai-truong-studio-7tr5-ban-cong-30m2-pr41205802	14/10/2024
41147549	Đường D, Phường An Phú, Quận 2, Hồ Chí Minh	40.0	1.0	1.0	Đầy đủ.	6.5	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-d-phuong-an-phu/cho-ch-cao-cap-thiet-ke-hien-dai-ngay-kdc-lakeview-city-ninh-b-cong-view-ho-pr41147549	08/10/2024
40880136	Đường 3A, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh	35.0	1.0	1.0	Đầy đủ cao cấp	4.8	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-3a-phuong-binh-tri-dong-b/studio-ban-cong-moi-100-full-noi-that-ngay-tho-phaolo-vanh-dai-trong-khu-ten-lua-pr40880136	16/10/2024
41171255	Đường Nguyễn Văn Đậu, Phường 11, Bình Thạnh, Hồ Chí Minh	25.0			Không	5.9	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-van-dau-phuong-11-7/-studio-ban-cong-5trx-view-thoang-gan-lang-3-mat-tien-hem-full-noi-that-pr41171255	10/10/2024
41105804	Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh	30.0	1.0	1.0	Đầy đủ	5.5	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-no-trang-long-phuong-13-7/cho-moi-full-i-that-gia-5-5-trieu-vnd-tai-binh-thanh-ho-chi-minh-pr41105804	04/10/2024
41170311	160, Đường Phan Huy Ích, Phường 15, Tân Bình, Hồ Chí Minh	35.0	1.0	1.0	Đầy đủ	3.3	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-phan-huy-ich-phuong-15-8/cho-gia-re-15-tan-binh-thuan-tien-qua-truong-chinh-pr41170311	10/10/2024
41179469	Đường Phan Xích Long, Phường 3, Phú Nhuận, Hồ Chí Minh	25.0	1.0	1.0	Đầy đủ	5.5	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-phan-xich-long-phuong-3-21/-phu-nhuan-gia-tot-cua-so-i-lon-view-thoang-gan-cac-khu-an-uong-pr41179469	11/10/2024
38543734	Đường Lê Văn Lương, Phường Tân Kiểng, Quận 7, Hồ Chí Minh	35.0			Đầy đủ	5.5	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-le-van-luong-phuong-tan-kieng/he-thong-gia-re-trung-tam-quan-7-tien-nghi-an-ninh-24-24-gan-tdtu-ufm-uu-dai-500k-pr38543734	03/10/2024
41095186	Đường Trần Văn Mười, Xã Xuân Thới Thượng, Hóc Môn, Hồ Chí Minh	20.0		1.0	Đầy đủ	2.7	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-tran-van-muoi-xa-xuan-thoi-thuong/duplex-may-lanh-ba-diem-giap-phan-hon-q12-pr41095186	03/10/2024
39877833	Đường Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh	40.0	1.0	1.0	Đầy đủ	6.0	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-huynh-tan-phat-phuong-tan-thuan-dong-1/can-ho-moi-xay-full-nt-ngay-kcx-nam-long-sat-q4-pr39877833	03/10/2024
41095102	Đường Nguyễn Thái Sơn, Phường 5, Gò Vấp, Hồ Chí Minh	30.0		1.0	Không	4.2	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-thai-son-phuong-5-15/-moi-xay-100-gac-cao-2m-rong-30m2-ngay-gan-dh-van-lang-pr41095102	03/10/2024
38384465	Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Hồ Chí Minh	35.0			Đầy đủ	5.2	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-thi-thap-phuong-binh-thuan-3/-quan-7-full-nt-dep-gan-kcx-vincom-uu-dai-lon-thang-10-pr38384465	03/10/2024
41095063	Đường Lê Đức Thọ, Phường 6, Gò Vấp, Hồ Chí Minh	30.0		1.0	Cơ bản.	4.0	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-le-duc-tho-phuong-6-14/cho-gia-re-rong-30m2-san-noi-that-ngay-phan-van-tri-go-vap-pr41095063	03/10/2024
41095227	Phường 27, Bình Thạnh, Hồ Chí Minh	35.0			Không	8.8	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-phuong-27/gia-8tr8-check-in-ngay-1-11-p-202-thang-may-pr41095227	03/10/2024
41095127	Đường Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh	40.0	1.0	1.0	Đầy đủ	5.7	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-le-van-sy-phuong-1-23/chdv-co-ban-cong-rong-40m2-tan-binh-pr41095127	03/10/2024
41094773	Đường Trần Bình Trọng, Phường 2, Quận 5, Hồ Chí Minh	30.0	1.0	1.0	Đầy đủ	7.3	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-tran-binh-trong-phuong-2-15/cho-gia-7-3-trieu-vnd-tai-quan-5-ho-chi-minh-pr41094773	03/10/2024
41094595	E4/80c, Đường Xóm Giữa, Xã Tân Nhựt, Bình Chánh, Hồ Chí Minh	25.0		1.0	Cơ bản	1.5	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-xom-giua-xa-tan-nhut/cho-e4-80c-binh-chanh-ho-chi-minh-pr41094595	03/10/2024
39124214	Phường 10, Quận 6, Hồ Chí Minh	35.0			Đầy đủ	5.5	https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-phuong-10-4/cho-studio-rong-35m2-ngay-sat-benh-vien-cho-ray-cong-vien-phu-lam-pr39124214	03/10/2024
